temperature,precipitation,time_of_day,percentage
71,60,16,2.0
29,9,18,4.8
80,76,12,5.2
46,6,11,0.0
13,34,11,9.6
83,68,21,7.6
44,81,14,10.5
29,6,12,4.8
9,37,20,13.8
15,7,18,9.0
63,42,12,0.0
83,41,18,0.0
42,25,17,0.9
76,5,12,0.0
9,81,19,17.0
52,57,21,5.4
22,9,12,6.9
74,72,21,8.4
41,11,22,6.2
64,28,17,0.0
52,20,20,3.0
81,20,12,0.0
32,90,14,15.9
73,41,20,3.0
81,75,20,8.0
44,28,18,0.3
49,89,22,12.8
66,89,18,7.8
62,91,14,12.2
71,13,19,0.0
60,24,13,3.0
44,38,17,0.3
44,58,20,4.9
81,71,22,9.2
37,61,14,8.6
10,78,15,21.1
23,26,21,10.6
84,98,15,14.6
44,4,12,0.3
63,3,18,0.0
63,51,14,4.2
52,84,17,6.8
45,83,12,6.6
17,5,16,8.4
49,28,11,0.0
57,54,21,4.8
46,66,12,3.2
67,35,21,4.0
31,16,22,9.2
42,36,17,0.9
64,48,20,3.0
11,88,11,17.799999999999997
9,98,16,20.4
49,63,15,7.6
62,56,19,1.2
35,20,11,3.0
27,65,13,11.4
46,10,12,0.0
14,16,20,12.3
36,60,14,8.7
57,94,16,8.8
34,82,16,9.7
43,28,19,0.6
35,76,15,13.2
6,20,15,16.7
82,68,12,3.6
81,50,15,5.0
16,27,14,12.7
43,14,16,0.6
70,90,16,8.0
17,3,18,8.4
50,37,16,0.0
31,66,18,7.4
21,28,17,7.2
64,10,11,0.0
68,50,14,4.0
39,35,21,5.8
74,90,19,8.0
34,98,17,12.899999999999999
75,56,18,1.2
78,4,22,5.0
67,15,18,0.0
32,84,17,10.7
64,24,18,0.0
83,29,12,0.0
41,50,13,4.2
26,2,11,5.7
72,36,19,0.0
24,70,14,14.3
72,2,21,4.0
68,57,21,5.4
21,71,19,11.4
16,20,15,13.7
26,17,12,5.7
21,57,21,12.6
14,9,18,9.3
69,19,13,3.0
26,39,15,10.7
54,28,17,0.0
18,93,20,19.7
68,35,20,3.0
51,31,19,0.0
33,69,16,7.4
80,18,17,0.0
40,94,18,10.3
56,96,13,12.2
80,67,15,8.4
11,74,16,15.0
33,69,13,10.4
15,11,13,12.0
37,36,16,2.4
10,45,12,10.5
83,30,14,4.0
36,16,12,2.7
55,3,11,0.0
79,14,16,0.0
62,44,15,5.0
30,11,14,8.5
50,73,14,8.6
33,5,18,3.6
8,21,22,16.1
17,61,16,10.600000000000001
43,40,20,3.6
19,94,11,16.6
33,15,15,8.6
33,71,15,12.8
79,45,22,5.0
36,61,16,4.9
6,57,21,17.1
51,35,17,0.0
82,2,17,0.0
26,28,18,5.7
79,2,14,4.0
31,50,22,9.2
71,9,14,4.0
60,45,19,0.0
25,95,20,18.0
51,84,11,6.8
84,5,12,0.0
63,31,17,0.0
10,91,17,18.7
23,67,16,10.0
61,93,16,8.6
73,60,11,2.0
7,80,16,17.4
5,63,20,17.6
62,63,21,6.6
42,91,12,9.1
19,38,17,7.8
38,73,12,6.699999999999999
65,0,21,4.0
39,50,21,5.8
68,94,21,12.8
29,95,11,13.8
28,53,16,5.699999999999999
16,19,16,8.7
22,92,21,19.3
19,36,16,7.8
84,57,16,1.4
31,88,15,16.8
76,0,20,3.0
64,53,15,5.6
50,78,20,8.6
21,97,18,16.6
57,86,21,11.2
12,92,20,21.3
83,12,11,0.0
31,1,22,9.2
50,39,11,0.0
54,55,15,6.0
75,68,13,6.6
7,21,14,15.4
68,58,19,1.6
48,54,13,3.8
57,14,22,5.0
28,76,15,15.3
64,29,19,0.0
7,24,21,15.4
24,84,14,17.1
50,80,14,10.0
19,99,22,22.6
29,38,11,4.8
82,33,15,5.0
75,97,16,9.4
21,48,12,7.2
13,52,12,10.0
42,37,18,0.9
52,49,13,3.0
64,58,14,5.6
67,61,21,6.2
6,25,13,14.7
76,65,21,7.0
15,97,14,22.4
68,61,21,6.2
81,99,19,9.8
76,51,13,3.2
25,61,15,13.2
22,97,19,16.3
68,67,17,3.4
42,74,12,5.7
36,41,13,5.7
15,12,18,9.0
49,35,16,0.0
37,68,11,6.0
45,74,14,8.8
12,26,13,12.9
15,2,12,9.0
55,44,15,5.0
45,91,19,8.2
21,34,14,11.2
80,36,11,0.0
50,13,14,4.0
36,28,11,2.7
83,61,19,2.2
84,80,11,6.0
58,13,11,0.0
24,30,18,6.3
37,47,18,2.4
78,37,18,0.0
44,54,19,1.1
36,4,19,2.7
6,17,13,14.7
37,81,11,8.6
81,14,15,5.0
34,50,15,8.3
37,67,11,5.8
81,52,14,4.4
30,8,19,4.5
26,18,13,8.7
70,24,12,0.0
42,48,17,0.9
50,83,20,9.6
19,77,13,16.2
48,58,14,5.6
53,7,19,0.0
79,72,19,4.4
65,20,17,0.0
71,97,15,14.4
10,39,11,10.5
13,56,13,13.799999999999999
10,58,19,12.1
77,76,15,10.2
36,25,13,5.7
45,41,18,0.0
80,58,12,1.6
12,29,15,14.9
76,46,15,5.0
54,60,11,2.0
66,83,22,11.6
66,6,20,3.0
11,53,13,13.799999999999999
79,19,13,3.0
84,15,15,5.0
8,1,17,11.1
10,9,14,14.5
62,98,19,9.6
26,42,20,8.7
30,27,21,8.5
7,9,20,14.4
45,76,16,5.2
64,21,13,3.0
18,33,13,11.1
79,15,13,3.0
16,71,16,12.899999999999999
16,83,13,18.299999999999997
17,73,15,18.0
29,54,18,5.6
49,63,12,2.6
23,92,19,15.0
59,52,18,0.4
49,41,21,4.0
12,29,15,14.9
57,59,18,1.8
59,87,21,11.4
36,1,16,2.7
55,33,19,0.0
48,41,22,5.0
74,20,20,3.0
22,33,14,10.9
26,31,15,10.7
41,29,19,1.2
60,63,13,5.6
63,77,11,5.4
7,18,19,11.4
32,29,15,8.9
78,57,11,1.4
39,40,21,5.8
65,26,17,0.0
58,15,22,5.0
67,24,15,5.0
83,88,12,7.6
11,87,17,17.6
80,60,17,2.0
53,66,16,3.2
35,87,14,14.4
62,10,13,3.0
65,31,12,0.0
28,86,15,17.3
24,75,20,14.3
41,84,21,12.0
8,36,15,16.1
24,51,22,11.5
64,33,13,3.0
28,84,21,15.899999999999999
54,89,19,7.8
53,99,11,9.8
55,49,17,0.0
40,33,20,4.5
70,8,18,0.0
83,81,19,6.2
38,41,14,6.1
40,38,12,1.5
10,29,18,10.5
43,2,18,0.6
46,1,18,0.0
62,66,11,3.2
16,78,12,14.299999999999999
7,66,19,14.600000000000001
22,97,16,16.3
44,16,15,5.3
25,62,18,8.4
19,2,17,7.8
30,70,17,8.5
12,94,15,23.700000000000003
46,9,21,4.0
48,98,16,9.6
18,91,22,21.299999999999997
82,54,13,3.8
6,19,21,15.7
41,0,13,4.2
73,41,22,5.0
42,12,14,4.9
45,7,18,0.0
66,23,13,3.0
64,21,15,5.0
18,90,16,16.1
6,46,20,14.7
74,32,15,5.0
21,59,20,12.0
32,25,22,8.9
70,43,21,4.0
39,2,20,4.8
9,59,16,12.600000000000001
69,93,22,13.6
44,9,14,4.3
80,5,12,0.0
60,16,16,0.0
40,58,12,3.1
49,6,19,0.0
27,13,11,5.4
51,97,19,9.4
35,69,20,9.8
15,32,22,14.0
14,81,14,19.5
71,69,20,6.8
18,17,19,8.1
84,93,13,11.6
78,67,11,3.4
14,24,14,13.3
80,66,17,3.2
5,45,12,12.0
9,68,12,14.4
24,39,22,11.3
12,57,21,15.3
47,4,21,4.0
80,73,17,4.6
5,44,13,15.0
61,53,11,0.6
68,83,21,10.6
32,63,13,9.5
41,76,20,9.4
51,51,13,3.2
80,0,18,0.0
41,93,11,9.799999999999999
53,99,14,13.8
48,44,17,0.0
60,71,14,8.2
32,72,14,12.3
83,61,11,2.2
10,45,19,10.5
65,32,15,5.0
24,36,15,11.3
82,59,12,1.8
6,48,19,11.7
77,69,20,6.8
41,16,14,5.2
24,22,14,10.3
30,36,14,8.5
33,65,12,6.6
5,81,13,21.2
39,91,15,15.0
74,13,12,0.0
63,85,20,10.0
73,0,13,3.0
37,41,14,6.4
55,40,16,0.0
82,38,12,0.0
16,43,14,12.7
24,71,21,14.5
57,90,15,13.0
47,73,20,7.6
54,33,13,3.0
33,53,20,7.2
61,45,11,0.0
43,32,18,0.6
60,58,19,1.6
47,36,15,5.0
54,7,22,5.0
27,29,16,5.4
48,19,20,3.0
42,64,13,6.699999999999999
27,48,22,10.4
49,70,20,7.0
56,57,22,6.4
84,74,20,7.8
54,61,14,6.2
12,6,12,9.9
5,35,16,12.0
12,83,18,16.5
33,96,17,12.799999999999999
9,58,14,16.4
51,33,19,0.0
38,86,13,12.3
69,62,17,2.4
59,23,14,4.0
47,60,22,7.0
78,8,21,4.0
34,22,13,6.3
21,47,17,7.2
30,80,18,10.5
12,55,12,10.9
51,38,15,5.0
80,97,12,9.4
76,5,16,0.0
50,2,19,0.0
72,37,11,0.0
37,7,11,2.4
5,39,15,17.0
23,8,15,11.6
35,78,22,13.6
84,63,21,6.6
18,93,19,16.7
57,48,17,0.0
52,67,16,3.4
73,92,18,8.4
66,32,21,4.0
70,5,21,4.0
68,28,13,3.0
74,18,11,0.0
67,26,20,3.0
77,74,16,4.8
37,8,20,5.4
45,79,14,9.8
52,17,16,0.0
17,12,22,13.4
77,70,12,4.0
81,80,12,6.0
35,72,19,7.4
79,31,19,0.0
72,25,18,0.0
8,51,13,14.299999999999999
23,21,12,6.6
74,27,20,3.0
17,54,22,14.200000000000001
27,79,13,14.2
79,99,22,14.8
5,88,15,24.6
58,27,15,5.0
75,28,13,3.0
19,64,15,15.6
69,30,17,0.0
80,93,15,13.6
75,24,20,3.0
19,62,18,10.2
25,52,20,9.4
23,17,20,9.6
64,36,15,5.0
37,60,16,4.4
53,50,19,0.0
39,72,18,6.2
48,78,21,9.6
15,92,16,17.4
76,4,14,4.0
82,54,20,3.8
78,43,16,0.0
70,72,21,8.4
50,9,22,5.0
13,24,19,9.6
7,60,13,16.4
30,54,18,5.3
76,9,11,0.0
52,19,17,0.0
70,41,14,4.0
74,62,13,5.4
32,72,20,11.3
30,2,15,9.5
29,42,17,4.8
16,74,15,18.5
9,3,22,15.8
52,27,19,0.0
41,40,17,1.2
83,37,21,4.0
48,10,18,0.0
19,31,22,12.8
47,81,14,10.2
52,39,19,0.0
74,53,15,5.6
50,82,15,11.4
47,79,13,8.8
25,2,22,11.0
27,12,17,5.4
84,55,17,1.0
51,50,16,0.0
19,36,14,11.8
29,93,17,13.399999999999999
40,13,13,4.5
79,35,13,3.0
55,69,15,8.8
19,31,20,10.8
72,40,20,3.0
25,39,19,6.0
17,31,11,8.4
23,11,13,9.6
38,88,22,14.7
82,88,16,7.6
72,53,12,0.6
56,56,13,4.2
31,7,18,4.2
33,41,16,3.6
32,98,15,18.5
39,69,16,5.6
12,67,20,16.3
20,43,15,12.5
40,98,22,16.1
34,89,20,14.1
22,30,20,9.9
6,84,11,18.5
53,87,21,11.4
81,73,20,7.6
8,6,11,11.1
79,25,16,0.0
11,27,13,13.2
78,1,19,0.0
43,43,13,3.6
17,77,11,13.8
35,70,14,11.0
75,16,22,5.0
67,14,21,4.0
60,85,20,10.0
46,31,20,3.0
65,89,21,11.8
46,22,17,0.0
60,25,11,0.0
40,63,20,7.1
72,55,13,4.0
11,87,20,20.6
58,85,11,7.0
5,90,19,20.0
48,20,20,3.0
49,36,19,0.0
51,42,14,4.0
17,7,16,8.4
26,13,15,10.7
25,65,17,9.0
13,70,15,18.6
30,26,17,4.5
13,7,22,14.6
19,67,16,11.2
14,58,20,13.9
46,9,20,3.0
76,46,21,4.0
28,9,15,10.1
84,15,16,0.0
53,2,18,0.0
30,22,22,9.5
41,1,20,4.2
72,64,19,2.8
54,74,11,4.8
28,62,13,10.5
23,57,12,8.0
64,36,19,0.0
43,60,21,6.6
78,19,11,0.0
22,59,17,8.700000000000001
23,20,12,6.6
40,93,11,10.1
78,24,21,4.0
59,46,11,0.0
73,80,16,6.0
51,39,21,4.0
53,50,13,3.0
37,86,18,9.6
25,82,17,12.4
26,20,17,5.7
52,6,14,4.0
41,5,12,1.2
19,65,22,15.8
39,2,13,4.8
75,40,11,0.0
36,10,13,5.7
15,59,15,15.8
14,21,11,9.3
77,49,20,3.0
82,47,16,0.0
81,52,12,0.4
61,41,14,4.0
29,8,12,4.8
6,83,22,23.299999999999997
68,1,13,3.0
39,62,17,4.2
11,79,22,21.0
22,89,13,17.7
71,22,20,3.0
46,77,21,9.4
43,84,17,7.3999999999999995
45,86,17,7.2
79,75,22,10.0
28,3,18,5.1
64,80,16,6.0
50,94,11,8.8
23,91,21,18.799999999999997
72,51,17,0.2
46,52,14,4.4
36,53,22,8.3
43,51,21,4.8
40,38,18,1.5
40,35,16,1.5
7,77,11,16.8
77,30,15,5.0
12,32,12,9.9
74,8,16,0.0
45,21,15,5.0
72,35,20,3.0
17,93,14,21.0
53,51,12,0.2
64,8,13,3.0
6,72,21,20.1
64,63,14,6.6
9,11,20,13.8
48,91,19,8.2
31,15,21,8.2
36,69,17,6.5
25,8,13,9.0
12,33,22,14.9
76,94,12,8.8
54,6,11,0.0
71,31,12,0.0
48,48,13,3.0
62,53,15,5.6
7,87,14,22.8
74,93,19,8.6
6,41,12,11.7
48,89,21,11.8
6,96,15,25.9
39,89,16,9.6
34,82,22,14.7
12,0,19,9.9
26,19,20,8.7
48,37,18,0.0
62,11,11,0.0
40,58,14,7.1
73,85,12,7.0
81,49,21,4.0
35,6,13,6.0
51,85,20,10.0
59,26,19,0.0
84,77,18,5.4
66,12,15,5.0
34,19,17,3.3
59,71,12,4.2
20,17,20,10.5
16,57,13,13.1
21,67,20,13.6
20,86,20,17.7
16,22,18,8.7
12,67,18,13.3
7,1,21,15.4
20,43,15,12.5
34,85,15,15.3
27,49,18,5.4
9,58,20,15.4
69,43,18,0.0
34,64,22,11.1
25,73,21,14.6
74,33,22,5.0
26,30,13,8.7
76,13,20,3.0
36,51,13,5.9
37,18,14,6.4
20,28,21,11.5
80,54,11,0.8
42,99,12,10.700000000000001
18,29,16,8.1
40,74,21,10.3
27,93,22,19.0
70,58,17,1.6
6,85,11,18.7
77,52,12,0.4
69,65,16,3.0
79,38,11,0.0
71,24,17,0.0
56,44,19,0.0
66,7,15,5.0
27,95,12,14.4
30,70,20,11.5
72,58,22,6.6
59,85,21,11.0
10,92,13,21.9
39,1,19,1.8
26,14,16,5.7
47,19,17,0.0
19,89,14,19.6
64,10,15,5.0
16,86,17,15.899999999999999
53,40,21,4.0
46,67,18,3.4
42,3,17,0.9
49,47,20,3.0
39,0,13,4.8
34,86,17,10.5
34,87,20,13.7
82,60,12,2.0
10,26,15,15.5
71,70,12,4.0
84,33,14,4.0
11,67,18,13.6
56,1,17,0.0
18,22,12,8.1
77,35,20,3.0
19,85,17,14.8
25,9,12,6.0
39,98,15,16.4
70,90,15,13.0
6,62,16,14.1
39,87,20,12.200000000000001
82,70,12,4.0
24,50,19,6.3
14,20,14,13.3
29,71,20,12.0
70,99,20,12.8
29,68,19,8.4
58,79,15,10.8
37,17,21,6.4
40,22,11,1.5
18,55,18,9.1
69,43,15,5.0
84,51,11,0.2
58,20,22,5.0
56,21,17,0.0
7,12,15,16.4
45,61,17,2.2
10,99,21,24.3
29,74,17,9.6
17,69,14,16.2
12,61,11,12.100000000000001
25,72,15,15.4
72,19,18,0.0
29,60,12,6.8
83,23,14,4.0
72,75,13,8.0
49,41,15,5.0
64,34,18,0.0
16,38,21,12.7
36,88,13,13.3
17,90,20,19.4
35,41,13,6.0
82,64,18,2.8
24,11,18,6.3
22,0,13,9.9
64,76,20,8.2
67,38,14,4.0
10,39,14,14.5
36,5,14,6.7
47,28,19,0.0
6,46,11,11.7
64,49,17,0.0
27,67,20,11.8
35,22,13,6.0
9,7,19,10.8
38,1,22,7.1
14,3,18,9.3
6,50,21,15.7
15,86,18,16.2
54,20,15,5.0
35,52,22,8.4
60,25,14,4.0
83,29,13,3.0
77,32,22,5.0
13,21,20,12.6
25,75,21,15.0
77,5,21,4.0
32,83,11,10.5
66,70,15,9.0
11,29,18,10.2
84,56,21,5.2
20,7,22,12.5
8,16,22,16.1
8,91,19,19.299999999999997
44,31,21,4.3
21,47,19,7.2
56,8,19,0.0
56,43,22,5.0
40,67,20,7.9
42,2,19,0.9
54,43,16,0.0
67,49,18,0.0
67,99,21,13.8
66,47,11,0.0
11,6,14,14.2
31,9,11,4.2
18,96,15,22.299999999999997
75,77,17,5.4
9,17,19,10.8
59,32,14,4.0
6,89,20,22.5
66,63,11,2.6
25,38,20,9.0
83,55,15,6.0
25,49,20,9.0
14,80,19,15.3
62,27,11,0.0
43,65,19,3.6
9,95,13,22.8
69,90,22,13.0
17,30,19,8.4
57,67,12,3.4
49,98,12,9.6
36,95,15,16.7
40,10,12,1.5
64,22,16,0.0
15,46,12,9.0
67,63,12,2.6
25,59,13,10.8
56,22,19,0.0
59,34,15,5.0
30,80,22,15.5
72,51,21,4.2
38,48,22,7.1
56,83,14,10.6
56,31,19,0.0
33,37,14,7.6
42,45,11,0.9
46,68,19,3.6
25,78,22,16.6
46,61,16,2.2
17,31,16,8.4
68,97,18,9.4
21,25,22,12.2
13,14,13,12.6
45,72,18,4.4
5,68,22,20.6
6,97,22,26.1
64,96,11,9.2
52,20,18,0.0
33,66,18,6.800000000000001
14,29,19,9.3
62,4,18,0.0
64,87,22,12.4
25,51,13,9.2
32,15,17,3.9
79,5,18,0.0
38,39,19,2.1
12,98,12,19.5
63,25,20,3.0
76,55,22,6.0
53,0,12,0.0
83,57,13,4.4
21,83,11,13.8
64,53,21,4.6
49,74,16,4.8
73,19,19,0.0
36,38,11,2.7
48,3,13,3.0
69,37,20,3.0
12,45,22,14.9
81,41,16,0.0
76,29,11,0.0
47,35,13,3.0
5,21,13,15.0
55,39,12,0.0
28,17,15,10.1
28,4,18,5.1
21,43,13,10.2
9,93,16,19.4
24,4,14,10.3
25,38,18,6.0
62,77,14,9.4
35,74,12,7.8
15,20,20,12.0
56,59,12,1.8
19,74,22,17.6
11,31,22,15.2
32,92,22,17.3
55,66,12,3.2
62,12,19,0.0
9,5,11,10.8
9,47,19,10.8
12,91,12,18.1
68,94,21,12.8
14,22,17,9.3
42,69,12,4.7
12,21,15,14.9
29,44,21,8.8
77,57,20,4.4
70,39,20,3.0
83,48,14,4.0
54,33,15,5.0
71,70,13,7.0
53,0,16,0.0
40,95,20,13.5
72,21,14,4.0
82,66,19,3.2
45,67,12,3.4
66,80,15,11.0
14,98,19,18.9
25,86,20,16.2
40,92,19,9.9
16,56,18,9.899999999999999
6,65,15,19.7
17,69,16,12.2
57,49,15,5.0
36,23,22,7.7
20,65,12,10.5
36,11,16,2.7
36,4,22,7.7
15,78,15,19.6
14,76,16,14.5
19,9,15,12.8
21,21,12,7.2
44,92,11,8.700000000000001
22,6,22,11.9
59,85,13,10.0
77,3,22,5.0
29,65,14,11.8
63,85,19,7.0
82,56,22,6.2
26,87,20,16.1
34,25,16,3.3
48,21,14,4.0
36,68,16,6.300000000000001
55,73,12,4.6
50,61,12,2.2
25,18,16,6.0
36,40,20,5.7
43,21,15,5.6
16,26,14,12.7
51,1,19,0.0
22,20,16,6.9
25,88,16,13.6
17,21,20,11.4
25,8,12,6.0
12,30,18,9.9
50,44,13,3.0
11,0,16,10.2
27,14,19,5.4
79,29,20,3.0
26,12,11,5.7
26,77,21,15.100000000000001
33,33,13,6.6
17,24,18,8.4
6,56,12,12.899999999999999
33,32,16,3.6
83,84,12,6.8
56,95,18,9.0
31,15,14,8.2
54,68,15,8.6
83,26,11,0.0
27,25,21,9.4
48,61,14,6.2
81,18,19,0.0
26,21,20,8.7
47,56,17,1.2
41,73,19,5.8
65,78,15,10.6
60,97,22,14.4
7,93,11,20.0
67,34,14,4.0
23,13,16,6.6
27,86,15,17.6
33,6,22,8.6
34,89,21,15.1
43,92,18,9.0
29,9,11,4.8
12,47,11,9.9
62,93,20,11.6
20,45,20,10.5
76,86,16,7.2
5,73,12,16.6
9,25,14,14.8
7,17,12,11.4
69,64,14,6.8
8,2,19,11.1
68,73,11,4.6
14,28,12,9.3
25,4,13,9.0
50,68,14,7.6
31,14,18,4.2
70,89,19,7.8
45,25,21,4.0
17,35,12,8.4
13,3,13,12.6
40,89,16,9.3
62,28,12,0.0
58,38,13,3.0
16,21,20,11.7
82,61,17,2.2
18,64,21,14.899999999999999
38,91,14,14.299999999999999
57,45,15,5.0
24,82,22,17.7
79,75,22,10.0
20,53,15,13.1
74,5,14,4.0
60,98,16,9.6
62,10,22,5.0
8,0,13,14.1
8,64,19,13.899999999999999
24,6,17,6.3
14,42,15,14.3
28,41,16,5.1
30,92,17,12.9
41,33,16,1.2
58,6,16,0.0
25,30,11,6.0
78,55,11,1.0
42,0,16,0.9
50,25,19,0.0
8,28,20,14.1
64,34,21,4.0
61,36,19,0.0
49,9,12,0.0
24,68,11,9.9
21,93,17,15.8
75,3,15,5.0
8,70,15,20.1
18,60,20,13.1
7,83,12,18.0
84,91,19,8.2
62,6,14,4.0
59,74,13,7.8
8,48,21,15.1
28,60,14,11.1
38,13,13,5.1
34,71,17,7.5
23,23,16,6.6
35,50,19,3.0
64,30,15,5.0
64,1,18,0.0
23,71,17,10.8
53,90,19,8.0
67,42,13,3.0
26,87,12,13.100000000000001
28,50,15,10.1
80,69,21,7.8
34,10,17,3.3
62,48,14,4.0
35,15,15,8.0
68,92,18,8.4
23,40,12,6.6
52,29,19,0.0
49,44,17,0.0
59,70,22,9.0
59,15,15,5.0
22,99,22,21.700000000000003
67,30,11,0.0
51,10,11,0.0
79,82,20,9.4
61,77,11,5.4
49,78,11,5.6
37,7,11,2.4
21,11,13,10.2
74,87,13,10.4
8,60,14,17.1
24,37,15,11.3
51,54,13,3.8
19,12,20,10.8
74,81,17,6.2
51,34,19,0.0
82,92,16,8.4
79,61,15,7.2
13,19,18,9.6
20,53,14,12.1
73,97,11,9.4
65,66,18,3.2
14,62,17,11.700000000000001
54,98,19,9.6
7,94,20,23.200000000000003
81,70,16,4.0
74,8,15,5.0
55,60,12,2.0
23,49,14,10.6
46,58,14,5.6
39,47,16,1.8
50,16,11,0.0
30,51,17,4.7
73,70,14,8.0
68,50,17,0.0
41,68,17,4.8
53,87,11,7.4
25,78,18,11.6
78,65,13,6.0
68,56,12,1.2
9,14,16,10.8
74,84,18,6.8
8,77,15,21.5
43,1,11,0.6
39,88,15,14.4
5,26,17,12.0
28,51,22,10.3
61,50,22,5.0
74,37,11,0.0
45,18,13,3.0
58,29,17,0.0
50,73,22,9.6
64,94,12,8.8
64,76,18,5.2
61,12,16,0.0
35,26,15,8.0
28,45,15,10.1
40,18,20,4.5
34,18,19,3.3
28,40,19,5.1
34,14,15,8.3
11,27,14,14.2
39,99,14,15.600000000000001
59,27,18,0.0
18,49,15,13.1
14,32,17,9.3
84,43,15,5.0
20,54,15,13.3
58,85,13,10.0
81,8,19,0.0
74,35,14,4.0
48,69,17,3.8
77,1,18,0.0
49,42,19,0.0
60,25,15,5.0
61,68,17,3.6
25,22,17,6.0
72,59,14,5.8
54,5,11,0.0
37,60,17,4.4
11,64,11,13.0
74,98,20,12.6
19,40,18,7.8
36,96,16,11.899999999999999
79,25,22,5.0
24,88,21,17.9
19,12,16,7.8
52,80,12,6.0
75,15,19,0.0
25,43,14,10.0
46,29,14,4.0
30,1,19,4.5
18,67,13,14.5
61,76,13,8.2
41,37,11,1.2
62,80,18,6.0
25,22,16,6.0
73,28,19,0.0
7,56,18,12.6
41,56,16,2.4
53,72,21,8.4
23,14,20,9.6
16,65,21,15.7
65,92,12,8.4
45,97,22,14.4
37,80,14,12.4
54,77,14,9.4
72,78,15,10.6
75,89,17,7.8
37,97,18,11.8
28,66,13,11.3
65,17,11,0.0
65,99,12,9.8
32,60,17,5.9
62,38,19,0.0
47,6,14,4.0
45,86,11,7.2
43,25,16,0.6
53,78,21,9.6
21,23,19,7.2
74,83,14,10.6
74,36,18,0.0
69,87,15,12.4
78,77,12,5.4
9,95,19,19.8
6,98,20,24.299999999999997
26,22,13,8.7
61,32,11,0.0
70,1,20,3.0
78,76,19,5.2
20,29,17,7.5
55,60,16,2.0
43,97,11,10.0
80,74,11,4.8
44,11,21,4.3
42,81,16,7.1000000000000005
64,83,15,11.6
63,48,20,3.0
14,76,14,18.5
68,5,19,0.0
67,9,11,0.0
53,60,16,2.0
68,96,20,12.2
36,49,22,7.7
11,62,12,12.6
25,3,18,6.0
24,3,17,6.3
30,36,18,4.5
72,75,17,5.0
19,68,19,11.4
83,54,14,4.8
18,88,21,19.7
31,88,12,11.8
44,32,18,0.3
62,51,20,3.2
32,62,11,6.3
30,78,12,10.1
67,83,15,11.6
70,75,21,9.0
29,77,21,14.2
7,21,19,11.4
76,87,16,7.4
48,75,22,10.0
46,83,15,11.6
10,91,16,18.7
43,55,18,1.6
56,74,16,4.8
27,85,17,12.4
54,96,16,9.2
47,57,22,6.4
23,77,13,15.0
73,76,21,9.2
55,24,17,0.0
15,79,20,17.8
16,93,20,20.299999999999997
78,0,13,3.0
12,27,11,9.9
28,94,15,18.9
45,99,13,12.8
40,47,22,6.5
76,65,18,3.0
59,54,16,0.8
13,1,13,12.6
51,32,19,0.0
19,48,15,12.8
52,35,16,0.0
46,29,19,0.0
64,97,12,9.4
74,17,12,0.0
16,35,11,8.7
6,23,19,11.7
11,0,19,10.2
84,45,20,3.0
7,23,18,11.4
7,20,14,15.4
31,28,17,4.2
44,76,13,8.5
37,63,21,9.0
5,9,14,16.0
12,12,18,9.9
36,10,21,6.7
52,57,14,5.4
8,5,20,14.1
74,50,20,3.0
23,9,20,9.6
36,63,19,5.300000000000001
13,76,12,14.8
16,34,21,12.7
15,85,21,20.0
50,16,11,0.0
20,2,20,10.5
5,29,16,12.0
67,97,16,9.4
25,26,16,6.0
34,44,20,6.3
17,3,12,8.4
38,32,22,7.1
8,42,11,11.1
32,30,20,6.9
63,18,12,0.0
31,10,22,9.2
73,36,18,0.0
29,78,14,14.399999999999999
7,83,17,18.0
72,60,11,2.0
29,71,14,13.0
24,1,15,11.3
38,49,17,2.1
30,26,17,4.5
9,49,15,15.8
65,77,16,5.4
13,23,22,14.6
54,98,13,12.6
10,27,13,13.5
64,55,14,5.0
48,33,15,5.0
15,80,19,15.0
70,32,18,0.0
51,22,21,4.0
77,7,11,0.0
7,32,18,11.4
80,63,22,7.6
34,18,17,3.3
25,11,16,6.0
32,3,21,7.9
66,94,16,8.8
37,62,22,9.8
39,43,16,1.8
56,20,12,0.0
38,11,21,6.1
45,70,16,4.0
55,17,19,0.0
51,38,18,0.0
62,74,17,4.8
79,32,14,4.0
61,85,19,7.0
27,71,17,9.600000000000001
52,38,20,3.0
26,30,12,5.7
21,26,13,10.2
73,91,19,8.2
15,86,19,16.2
19,40,11,7.8
39,26,20,4.8
37,9,11,2.4
20,22,22,12.5
38,32,13,5.1
70,25,19,0.0
44,76,12,5.5
32,30,19,3.9
51,26,17,0.0
43,12,17,0.6
74,47,13,3.0
77,54,21,4.8
24,57,17,7.699999999999999
5,46,17,12.0
76,97,22,14.4
67,46,18,0.0
71,70,11,4.0
8,43,17,11.1
62,75,14,9.0
29,4,21,8.8
51,5,20,3.0
42,89,20,11.7
19,18,17,7.8
67,78,21,9.6
25,8,21,10.0
61,76,17,5.2
57,34,13,3.0
50,33,21,4.0
18,62,17,10.5
80,97,22,14.4
21,92,20,18.6
43,26,15,5.6
13,45,13,12.6
81,44,12,0.0
83,11,17,0.0
10,38,13,13.5
27,1,13,8.4
63,46,15,5.0
50,99,15,14.8
42,52,20,4.3
18,81,22,19.3
76,5,22,5.0
66,93,12,8.6
39,84,17,8.6
23,55,20,10.6
34,21,18,3.3
82,10,12,0.0
29,39,14,8.8
44,41,16,0.3
18,6,11,8.1
30,70,12,8.5
26,30,17,5.7
